,Ano,TituloLivro,GeneroLivro,NomeAutor,GeneroAutor,FaixaEtariaAutor,PaisAutor,NomeEditora,SedeEditora,PaisEdicao,Vencedor,Finalista,Semifinalista
0,2024,8,Conto,Deborah Christina Antunes,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
1,2024,16,Conto,Fabio Fernandes,Masculino,de 50 a 60 anos,Brasil,Caos e Letras,Brasil,Brasil,Não,Não,Não
2,2024,(Di)vagar,Poesia,Camila Correia,Feminino,de 20 a 30 anos,Brasil,Ases da Literatura,Portugal,Brasil,Não,Não,Não
3,2024,(Entre)linhas e guias,Romance,Claudia Roberta Angst,Feminino,de 60 a 70 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
4,2024,(quase no fim),Conto,Eduardo Chacon,Masculino,de 40 a 50 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
5,2024,(RE) Verso da palavra,Poesia,Rony Santos,Masculino,de 50 a 60 anos,Brasil,Arribaçã,Brasil,Brasil,Não,Não,Não
6,2024,1+1=2 2-1=0,Romance,Fernanda Caleffi Barbetta,Feminino,de 40 a 50 anos,Estados Unidos,Cepe,Brasil,Brasil,Não,Não,Não
7,2024,10 reais e 01 maço de cigarros,Romance,Peter Larubia,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
8,2024,1862 - A história de Carolina,Romance,Mila Mello,Feminino,de 40 a 50 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
9,2024,2044 - Transcendente: uma viagem no tempo,Romance,Adnelson Campos,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
10,2024,22 de Espessura útil rasgada,Conto,Pedro Amor P. Palma,Masculino,de 30 a 40 anos,Portugal,Chiado,Portugal,Portugal,Não,Não,Não
11,2024,3 em 1,Poesia,Filipe J. D. Pereira,Masculino,de 60 a 70 anos,Portugal,Perfil Criativo,Portugal,Portugal,Não,Não,Não
12,2024,40 e picos - A viagem está só começando,Crônica,Adriana Hass,Feminino,de 50 a 60 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
13,2024,5 minutos,Dramaturgia,Marilia Carbonari,Feminino,de 40 a 50 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
14,2024,A 365 Degraus do Fim,Romance,Adriana C. A. Figueiredo,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
15,2024,A Água Volta Como Memória,Poesia,Silvino Ferreira Jr,Masculino,de 60 a 70 anos,Reino Unido,Kotter,Brasil,Brasil,Não,Não,Não
16,2024,A aldeia do voo das gaivotas,Poesia,Ingrid N. Magalhaes,Feminino,de 20 a 30 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
17,2024,A aprendiz de erveira,Romance,Giu Yukari Murakami,Feminino,de 20 a 30 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
18,2024,A Arte de Driblar Destinos,Romance,Celso Costa,Masculino,de 70 a 80 anos,Brasil,LeYa,Portugal,Portugal,Não,Não,Não
19,2024,A arte de polir metais,Conto,Suzana Bins,Feminino,de 60 a 70 anos,Brasil,Libertinagem,Brasil,Brasil,Não,Não,Não
20,2024,A árvore do enforcado,Conto,Rodrigo Ortiz Vinholo,Masculino,de 30 a 40 anos,Brasil,Arkanus,Brasil,Brasil,Não,Não,Não
21,2024,A ascensão de Alice,Romance,Sonia Gandra,Feminino,de 60 a 70 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
22,2024,A Batida dos Lobos,Romance,Joaquim R. Vieira,Masculino,menos de 20 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
23,2024,À beira da felicidade,Crônica,Marcio Lambert,Masculino,de 60 a 70 anos,Brasil,Literíssima,Brasil,Brasil,Não,Não,Não
24,2024,A boca e outros mistérios,Conto,Lucas Ricardo,Masculino,de 20 a 30 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
25,2024,A Boneca Despida,Romance,Paulo M. Morais,Masculino,de 50 a 60 anos,Portugal,LeYa,Portugal,Portugal,Não,Não,Não
26,2024,A Bota Do Coronel,Romance,Elmo Policarpo De Melo,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
27,2024,A Breve Canção da Vida ou Autobiografia de Um Fantasma,Romance,Natanael Oliveira Do Carmo,Masculino,de 60 a 70 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
28,2024,A bruxa do Monte de Sant'Ana,Romance,Fonseca Alves,Masculino,de 70 a 80 anos,Portugal,Mosaico,Portugal,Portugal,Não,Não,Não
29,2024,A busca pelo homem do chapéu preto: os arquivos de dona Anna,Conto,Rodrigo Ortiz Vinholo,Masculino,de 30 a 40 anos,Brasil,Delphi,Brasil,Brasil,Não,Não,Não
30,2024,A caminho do centro da queda,Romance,Flavio Luis Sousa,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
31,2024,A camiseta de atlas,Poesia,Antonio Ailton,Masculino,de 50 a 60 anos,Brasil,Editora da UFMA,Brasil,Brasil,Não,Não,Não
32,2024,A canção da inocência e a reluzência demoníaca,Romance,Rodrigo Rafael De Oliveira,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
33,2024,A Candura Erótica da Mentirosa Ingrid Wngels,Romance,Jair Alan Cortes Siqueira,Masculino,de 70 a 80 anos,Brasil,Primeiro Capítulo,Brasil,Brasil,Não,Não,Não
34,2024,A Capitoa,Romance,Joao Paulo Oliveira E Costa,Masculino,de 60 a 70 anos,Portugal,Bertrand,Portugal,Portugal,Não,Não,Sim
35,2024,A carne da cidade,Poesia,Marcus Dias,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
36,2024,A casa da Mãe dos Homens,Romance,Ione Mattos,Feminino,de 70 a 80 anos,Brasil,Telha,Brasil,Brasil,Não,Não,Não
37,2024,A Casa da Piscina de Azulejos,Romance,Danielle Schutz,Feminino,de 40 a 50 anos,Brasil,Appris,Brasil,Brasil,Não,Não,Não
38,2024,A casa das pessoas,Poesia,Ana Claudia Romano Ribeiro,Feminino,de 50 a 60 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
39,2024,A casa de janelas pequenas,Romance,Jeanete Fortes,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
40,2024,A Casa do Mistério ou a Casa do Renascimento,Romance,Gildeci De Oliveira Leite,Masculino,de 50 a 60 anos,Brasil,Mayamba,Angola,Angola,Não,Não,Não
41,2024,A casa dos ventos ,Romance,Ana Helena Gomes,Feminino,de 70 a 80 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
42,2024,A casa dos versos silenciosos,Romance,Heider Broisler,Masculino,de 30 a 40 anos,Brasil,Bestiário,Brasil,Brasil,Não,Não,Não
43,2024,A casa fechada,Crônica,Marcos Fabio De Faria,Masculino,de 30 a 40 anos,Brasil,Laboratório Editorial Aquilombô,Brasil,Brasil,Não,Não,Não
44,2024,A casa wojek,Romance,Henrique German,Masculino,de 50 a 60 anos,Brasil,Literíssima,Brasil,Brasil,Não,Não,Não
45,2024,A célula de Sheffield,Romance,Jose Gomes Mendes,Masculino,de 60 a 70 anos,Portugal,Porto,Portugal,Portugal,Não,Não,Não
46,2024,a chama remota,Romance,Tomas Prado,Masculino,de 40 a 50 anos,Brasil,Reformatório,Brasil,Brasil,Não,Não,Não
47,2024,A Chave no Silêncio Guarda o Poema,Poesia,Priscila Bissaro,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
48,2024,A chuva e outros contos,Conto,Jeff Rigon,Masculino,de 30 a 40 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
49,2024,A claridade da gente,Poesia,Paulo Rodrigues,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
50,2024,A constelação do peixe voador,Poesia,Valeska Brinkmann,Feminino,de 50 a 60 anos,Alemanha,Folheando,Brasil,Brasil,Não,Não,Não
51,2024,A correnteza,Romance,Corisco Moura,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
52,2024,A costura invisível da bola,Conto,Luiz Mauricio Azevedo,Masculino,de 40 a 50 anos,Brasil,Figura de Linguagem,Brasil,Brasil,Não,Não,Não
53,2024,A dança dos Loucos,Romance,Sergio Luis De Carvalho,Masculino,de 50 a 60 anos,Portugal,Clube do Autor,Portugal,Portugal,Não,Não,Não
54,2024,A demência do tempo - memórias da pandemia,Poesia,Lucio Autran,Masculino,de 60 a 70 anos,Brasil,TextoTerritório,Brasil,Brasil,Não,Não,Não
55,2024,À deriva de mim,Romance,Ana Karla Farias,Feminino,de 30 a 40 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
56,2024,A Descoberta de um Caminho - Sentimentos ,Poesia,Dioni Santiago Pimentel,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
57,2024,A Devastação,Romance,Helena Magalhaes,Feminino,de 30 a 40 anos,Portugal,Suma de Letras,Portugal,Portugal,Não,Não,Não
58,2024,A devoração da sutileza,Conto,Juliana Berlim,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
59,2024,A divina existência - Poesias cristãs,Poesia,Giselle Silva,Feminino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
60,2024,A Dor das Marcas Invisíveis,Romance,Jackson Da Mata,Masculino,de 40 a 50 anos,Brasil,Porto de Lenha,Brasil,Brasil,Não,Não,Não
61,2024,A dor de me ver partir,Poesia,Evilla Fernandes,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
62,2024,A era das aranhas,Conto,Rafael Delboni,Masculino,de 30 a 40 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
63,2024,A escuridão que reconheço como minha,Poesia,Camille Castelo Branco,Feminino,de 20 a 30 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
64,2024,À escuta do silêncio & dez poemas aglutinados,Poesia,Claudio Guerra Tercas,Masculino,de 50 a 60 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
65,2024,A esperança contra a esperança,Poesia,Maria Carpi,Feminino,de 70 a 80 anos,Brasil,AGE,Brasil,Brasil,Não,Não,Não
66,2024,A estranha fogueira na qual fora consumido,Conto,Francisco Perna Filho,Masculino,de 60 a 70 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
67,2024,A Estranha Vida dos Ausentes,Romance,Jose Viale Moutinho,Masculino,de 70 a 80 anos,Portugal,LeYa,Portugal,Portugal,Não,Não,Não
68,2024,A estrela chorou rosas,Poesia,Djami Sezostre,Masculino,de 50 a 60 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
69,2024,A estrela do Canto: um espetáculo celestial ,Poesia,Ivone Ferreira Do Nascimento,Feminino,de 50 a 60 anos,Brasil,Brunsmarck,Brasil,Brasil,Não,Não,Não
70,2024,A Exceção,Romance,Susana Sousa,Feminino,de 20 a 30 anos,Portugal,Nova Geração,Portugal,Portugal,Não,Não,Não
71,2024,A extinção das vinhas,Romance,Pamela Carbonari,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
72,2024,A faca e a açucena,Crônica,Maria Jorgete Teixeira,Feminino,de 60 a 70 anos,Portugal,Mosaico,Portugal,Portugal,Não,Não,Não
73,2024,A face mais doce do azar,Romance,Vera Saad,Feminino,de 30 a 40 anos,Brasil,Claraboia,Brasil,Brasil,Não,Não,Não
74,2024,A face obscura do passado,Romance,Airton Desouza,Masculino,de 60 a 70 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
75,2024,A farra do meu cadáver,Romance,Tarcisio Pereira,Masculino,de 50 a 60 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
76,2024,A fascinante viagem de R-Brad,Romance,Fernando Fferush,Masculino,de 50 a 60 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
77,2024,A fauna e a espuma ,Conto,Romulo Moraes,Masculino,de 20 a 30 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
78,2024,A fé que move o baleal,Poesia,Iara Ferreira,Feminino,de 30 a 40 anos,Brasil,Libertinagem,Brasil,Brasil,Não,Não,Não
79,2024,A febre,Romance,Marcelo Ferroni,Prefiro não informar,de 40 a 50 anos,Brasil,Companhia das Letras,Brasil,Brasil,Não,Não,Não
80,2024,A finitude das coisas,Romance,Nelio Silzantov,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
81,2024,A finitude dos dias imperfeitos,Romance,Angela Lopez,Feminino,de 50 a 60 anos,Portugal,Europa,Itália,Portugal,Não,Não,Não
82,2024,A flor da aurora mística,Poesia,Gabriela Carnavale,Feminino,de 20 a 30 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
83,2024,à flor da pele,Conto,Jeanne Nunes,Feminino,de 50 a 60 anos,Brasil,Coralina,Brasil,Brasil,Não,Não,Não
84,2024,A Floresta Organizada,Conto,Vinicius Fonseca,Masculino,de 30 a 40 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
85,2024,A força do amor,Crônica,Edson Pereira Neves,Masculino,de 80 a 90 anos,Brasil,AGE,Brasil,Brasil,Não,Não,Não
86,2024,A forma do fogo,Poesia,Felipe Rodrigues,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
87,2024,A fórmula para ser feliz,Romance,Daniel Guedes,Masculino,de 30 a 40 anos,Brasil,Cartola,Brasil,Brasil,Não,Não,Não
88,2024,A Foz Até ao Fundo,Poesia,Miguel Serras Pereira,Masculino,de 70 a 80 anos,Portugal,Exclamação,Portugal,Portugal,Não,Não,Não
89,2024,A fresta,Conto,Bruno Garret,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
90,2024,"A fruta é doce, mas passou do ponto ",Poesia,Ana Parana,Feminino,de 20 a 30 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
91,2024,A garota do fagote ,Conto,Carmen L. Oliveira,Feminino,de 80 a 90 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
92,2024,A Geometria Flutuante das Águas,Poesia,Jose Carlos Peliano,Masculino,de 70 a 80 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
93,2024,A grande perda e outras crônicas,Crônica,Dirce De Assis Cavalcanti,Feminino,mais de 90 anos,Brasil,Ibis Libris,Brasil,Brasil,Não,Não,Não
94,2024,a guerra é que vem até a mulher,Poesia,Julianne Pinheiro,Feminino,de 30 a 40 anos,Brasil,Editora Rizoma,Brasil,Brasil,Não,Não,Não
95,2024,A Guerra Prometida,Romance,Marco Pacheco,Masculino,de 40 a 50 anos,Portugal,Gradiva,Portugal,Portugal,Não,Não,Não
96,2024,A história de como eu morri,Romance,J.C Lydes,Feminino,de 30 a 40 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
97,2024,A história quebrada da completude,Romance,Maria Luisa Artese,Feminino,de 30 a 40 anos,Brasil,Casa Philos,Brasil,Brasil,Não,Não,Não
98,2024,A hora do gato,Romance,Joao Paulo Vaz,Masculino,de 70 a 80 anos,Brasil,7Letras,Brasil,Brasil,Não,Não,Não
99,2024,A Horda Contos Errantes,Conto,Gisela Biacchi,Feminino,de 50 a 60 anos,Brasil,Medusa,Brasil,Brasil,Não,Não,Não
100,2024,A idade das perguntas,Conto,Iko Flores,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
101,2024,A ilha das afeições,Poesia,Patricia Lino,Feminino,de 30 a 40 anos,Estados Unidos,"Círculo de Poemas, Luna Parque e Fósforo",Brasil,Brasil,Não,Não,Não
102,2024,A ilusão do mundo,Poesia,Daniel Genovez,Masculino,de 60 a 70 anos,Brasil,Literare Books,Brasil,Brasil,Não,Não,Não
103,2024,A Imensidão de nós dois,Romance,Leopoldo Guimaraes,Masculino,de 40 a 50 anos,Brasil,Literando,Brasil,Brasil,Não,Não,Não
104,2024,A inconstância dos fluxos,Poesia,Demetrios Galvao,Masculino,de 30 a 40 anos,Brasil,Primata,Brasil,Brasil,Não,Não,Não
105,2024,A Incrível Hostória do Catador de Lixo que se Torna Pastor Milagreiro,Romance,Turoldo Atroz,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
106,2024,A Indecência das Borboletas,Conto,Gleidson Oliveira,Masculino,de 20 a 30 anos,Brasil,Mondru,Brasil,Brasil,Não,Não,Não
107,2024,A inevitável fraqueza da carne,Romance,Wilson Gorj,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
108,2024,A infância do vento,Poesia,Carlos Nejar,Masculino,de 70 a 80 anos,Brasil,Bestiário,Brasil,Brasil,Não,Não,Não
109,2024,A invenção da poesia & outros poemas,Poesia,Ruy Espinheira Filho,Masculino,de 80 a 90 anos,Brasil,Record,Brasil,Brasil,Não,Não,Não
110,2024,A invenção do desejo,Poesia,Ana Beatriz Rangel,Feminino,de 30 a 40 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
111,2024,A Jitirana Poética,Poesia,Maria Jose De Melo,Feminino,de 40 a 50 anos,Brasil,Toma Aí Um Poema,Brasil,Brasil,Não,Não,Não
112,2024,A jornada de Leônidas: o começo do fim ,Romance,Leonel Silveira Cervo,Masculino,de 20 a 30 anos,Brasil,AGE,Brasil,Brasil,Não,Não,Não
113,2024,A l v a j a s  para Cupido,Poesia,Marta Cortezao,Feminino,de 40 a 50 anos,Espanha,Toma Aí Um Poema,Brasil,Brasil,Não,Não,Não
114,2024,A Lenda de Zakiel,Romance,Erdan Nightwalker,Masculino,de 20 a 30 anos,Portugal,Nova Geração,Portugal,Portugal,Não,Não,Não
115,2024,A lesma arrasta-se,Poesia,Eduardo Arimateia,Masculino,de 60 a 70 anos,Portugal,Gato-Bravo,Portugal,Portugal,Não,Não,Não
116,2024,A leveza do efêmero,Poesia,Raquel Lopes,Feminino,de 30 a 40 anos,Brasil,Toma Aí Um Poema,Brasil,Brasil,Não,Não,Não
117,2024,A língua submersa,Romance,Manoel Herzog,Prefiro não informar,de 50 a 60 anos,Brasil,Companhia das Letras,Brasil,Brasil,Não,Não,Não
118,2024,A linguagem da ausência,Poesia,Rogerio Henrique Castro Rocha,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
119,2024,A loja de lámen,Poesia,Lucas Grosso,Masculino,de 30 a 40 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
120,2024,A lua fantasma,Conto,Marcio Markendorf,Masculino,de 40 a 50 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
121,2024,À luz da cegueira (vol. 2): Oitavo selo,Conto,Arturo Gouveia,Masculino,de 60 a 70 anos,Brasil,Cajuína,Brasil,Brasil,Não,Não,Não
122,2024,À luz da cegueira (vol.1): Meditação 17: os cem menores contos do século XXI,Conto,Arturo Gouveia,Masculino,de 60 a 70 anos,Brasil,Cajuína,Brasil,Brasil,Não,Não,Não
123,2024,A maçã que (ainda) não foi mordida,Poesia,Yasmin Maria Cardoso Batista,Feminino,de 20 a 30 anos,Brasil,Toma Aí Um Poema,Brasil,Brasil,Não,Não,Não
124,2024,A mãe e o crocodilo,Romance,Jose Gardeazabal,Masculino,de 40 a 50 anos,Portugal,Companhia das Letras Portugal,Portugal,Portugal,Não,Não,Não
125,2024,A MANSÃO DOS INGÊNUOS,Romance,Luis Bacelar Vidal,Masculino,de 70 a 80 anos,Brasil,Caravana,Brasil,Brasil,Não,Não,Não
126,2024,A máquina de moer os dias,Romance,Wilson Alves-Bezerra,Masculino,de 40 a 50 anos,Brasil,Iluminuras,Brasil,Brasil,Não,Não,Não
127,2024,A marca do segredo,Romance,Antenor Rosalino,Masculino,de 70 a 80 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
128,2024,A Marca do Vampiro,Crônica,Fabio Santiago,Masculino,de 50 a 60 anos,Brasil,Kotter,Brasil,Brasil,Não,Não,Não
129,2024,A marca dos retratos na parede não é apenas ação do tempo,Poesia,Paulo Venturelli,Masculino,de 70 a 80 anos,Brasil,Kotter,Brasil,Brasil,Não,Não,Não
130,2024,A Memória de Todos os Incômodos,Poesia,Thaciana Rodrigues,Feminino,de 20 a 30 anos,Brasil,Arrelique,Brasil,Brasil,Não,Não,Não
131,2024,A memória é uma folha seca,Romance,Joselma Noal,Feminino,de 50 a 60 anos,Brasil,Evangraf,Brasil,Brasil,Não,Não,Não
132,2024,A memória é uma oficina de ossos,Poesia,Mirian Freitas,Feminino,de 50 a 60 anos,Brasil,Urutau,Brasil,Brasil,Não,Não,Não
133,2024,A menina e a macieira que falava,Romance,Fabiane Ribeiro,Feminino,de 30 a 40 anos,Chéquia,Autopublicação,,Brasil,Não,Não,Não
134,2024,A menina e o palhaço,Romance,Livea Colares,Feminino,de 30 a 40 anos,Brasil,Ases da Literatura,Portugal,Brasil,Não,Não,Não
135,2024,A mesa na casa da beira da lagoa,Conto,Fabricia Fazito,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
136,2024,A minha pele arde como o sol quente que nela ecoa,Poesia,Benedita De Matos,Feminino,de 20 a 30 anos,Portugal,Urutau,Brasil,Portugal,Não,Não,Não
137,2024,a mística do bestiário não binário,Poesia,Be Rgb,Prefiro não informar,de 30 a 40 anos,Brasil,Casa Philos,Brasil,Brasil,Não,Não,Não
138,2024,A moça na laje e outras histórias,Conto,Lucia Leite,Feminino,de 70 a 80 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
139,2024,A montanha e o abismo,Crônica,Susana Vernieri,Feminino,de 50 a 60 anos,Brasil,Calypso,Brasil,Brasil,Não,Não,Não
140,2024,A morena,Romance,Mario Rodrigues,Masculino,de 40 a 50 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
141,2024,A Morte Dela Fica-me tão Bem,Romance,Miguel Viana Baptista,Masculino,de 50 a 60 anos,Portugal,Quetzal,Portugal,Portugal,Não,Não,Não
142,2024,A morte do embaixador russo: um relato de espionagem no Brasil,Romance,Paulo Valente,Masculino,de 70 a 80 anos,Brasil,Record,Brasil,Brasil,Não,Não,Não
143,2024,A morte é ariana,Romance,Carlos Nejar,Masculino,de 80 a 90 anos,Brasil,AGE,Brasil,Brasil,Não,Não,Não
144,2024,A mulher do padre,Romance,Carol Rodrigues,Feminino,de 30 a 40 anos,Brasil,Todavia,Brasil,Brasil,Não,Não,Não
145,2024,A mulher que me sonha à noite,Poesia,Marina Della Valle,Feminino,de 40 a 50 anos,Brasil,Nauta,Brasil,Brasil,Não,Não,Não
146,2024,A neta do presidente,Romance,Aletheia Vieira,Feminino,de 30 a 40 anos,Brasil,Cartola,Brasil,Brasil,Não,Não,Não
147,2024,A Nora e os Alcatruzes,Romance,Joao Correa Nunes,Masculino,de 50 a 60 anos,Portugal,Clube do Autor,Portugal,Portugal,Não,Não,Não
148,2024,A nudez da cópia imperfeita,Romance,Wagner Schwartz,Masculino,de 50 a 60 anos,França,Nós,Brasil,Brasil,Não,Não,Não
149,2024,A Oitava Missão,Romance,Jhonata Tellis,Masculino,de 20 a 30 anos,Brasil,Ópera,Brasil,Brasil,Não,Não,Não
150,2024,A operação foi um sucesso,Romance,Suene Honorato,Feminino,de 30 a 40 anos,Brasil,Primata,Brasil,Brasil,Não,Não,Não
151,2024,A orgia perpétua ou o relatório de Pimenta,Conto,Andreas Chamorro,Masculino,de 30 a 40 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
152,2024,A origem do mundo,Conto,Matheus Arcaro,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
153,2024,A paisagem das horas,Conto,Rosely Aparecida Dalterio,Feminino,de 60 a 70 anos,Brasil,Ópera,Brasil,Brasil,Não,Não,Não
154,2024,A paisagem presa na coleira,Poesia,Altair Martins,Masculino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
155,2024,A palavra em seu deserto,Poesia,Tito Leite,Masculino,de 40 a 50 anos,Brasil,Clóe,Brasil,Brasil,Não,Não,Não
156,2024,A palavra umbilical,Poesia,Luciane Slomka,Feminino,de 40 a 50 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
157,2024,A Paulista não termina na Consolação,Poesia,Leo Gaede,Masculino,de 30 a 40 anos,Brasil,Telaranha,Brasil,Brasil,Não,Não,Não
158,2024,"a pausa, o pouso",Crônica,Tadeu Renato,Masculino,de 40 a 50 anos,Brasil,Clóe,Brasil,Brasil,Não,Não,Não
159,2024,A poesia da hora braba,Poesia,Malu Baumgarten,Feminino,de 40 a 50 anos,Brasil,Bestiário,Brasil,Brasil,Não,Não,Não
160,2024,A poesia que há,Poesia,Andre Caramuru  Aubert,Masculino,de 60 a 70 anos,Brasil,Editora Rizoma,Brasil,Brasil,Não,Não,Não
161,2024,a poesia vende pouco,Poesia,Luis Soares Barbosa,Masculino,de 60 a 70 anos,Portugal,Officium Lectionis,Portugal,Brasil,Não,Não,Não
162,2024,A poética das incompletudes,Poesia,Leticia Felix Fraga 1a,Feminino,de 30 a 40 anos,Brasil,Patuá,Brasil,Brasil,Não,Não,Não
163,2024,A Primeira Virtude de um Defunto,Conto,Rafael Waltrick,Masculino,de 30 a 40 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
164,2024,A procura de Elísios (ou do Inferno),Poesia,Henrique Souza,Masculino,de 20 a 30 anos,Brasil,Folheando,Brasil,Brasil,Não,Não,Não
165,2024,A Psicodélica Mente de Vênus Syems,Romance,Isabella Grenieri,Feminino,menos de 20 anos,Brasil,Life,Brasil,Brasil,Não,Não,Não
166,2024,A Puta Religiosa,Romance,Lilia Refle,Feminino,de 30 a 40 anos,Brasil,Astrolábio,Brasil,Brasil,Não,Não,Não
167,2024,A Queda Ontológica do Androide Místico,Poesia,Marcio Aquiles,Masculino,de 40 a 50 anos,Brasil,Primata,Brasil,Brasil,Não,Não,Não
168,2024,A raiz é como um raio,Poesia,Ana Maria Vasconcelos,Feminino,de 20 a 30 anos,Brasil,Primata,Brasil,Brasil,Não,Não,Não
169,2024,A rapariga que roubava limões,Romance,Luiza Paiva,Feminino,de 30 a 40 anos,Brasil,Europa,Portugal,Portugal,Não,Não,Não
170,2024,A Regressão de Chronos Vs. O Canto de Afrodite,Poesia,Daniel Maciel,Masculino,de 30 a 40 anos,Brasil,Toma Aí Um Poema,Brasil,Brasil,Não,Não,Não
171,2024,A repetição,Conto,Pedro Cesarino,Masculino,de 40 a 50 anos,Brasil,Todavia,Brasil,Brasil,Não,Não,Não
172,2024,A Rosa mística,Poesia,Cleber Pacheco,Masculino,de 40 a 50 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
173,2024,A salamandra,Romance,Joao Calazans Filho,Masculino,de 60 a 70 anos,Brasil,Autopublicação,,Brasil,Não,Não,Não
174,2024,A segunda mãe,Romance,Karin Hueck,Feminino,de 30 a 40 anos,Brasil,Todavia,Brasil,Brasil,Não,Não,Não
175,2024,A segunda morte,Romance,Roberto Taddei,Prefiro não informar,de 40 a 50 anos,Brasil,Companhia das Letras,Brasil,Brasil,Não,Não,Não
176,2024,A Seita — Caminhos Obscuros para a luz,Romance,Fernando Sales,Masculino,de 30 a 40 anos,Brasil,Penalux,Brasil,Brasil,Não,Não,Não
177,2024,A Síndrome de Roach,Romance,Fernando Candido,Masculino,de 50 a 60 anos,Brasil,Mondru,Brasil,Brasil,Não,Não,Não
